"","time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource"
"116","1980-07-12T06:55:19.400Z",-12.884,166.443,90,5.1,"mb",NA,NA,NA,NA,"us","usp00018tr","2014-11-06T23:24:24.225Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"117","1980-07-13T08:41:57.900Z",-12.799,166.129,53,5.1,"mb",NA,NA,NA,NA,"us","usp00018un","2014-11-06T23:24:24.255Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"118","1980-07-17T10:36:49.500Z",-12.512,166.332,46,5.4,"ms",NA,NA,NA,NA,"us","usp00018xs","2015-05-13T18:53:17.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"119","1980-07-18T13:40:40.000Z",-12.597,166.264,48,5.3,"ms",NA,NA,NA,NA,"us","usp00018yr","2014-11-06T23:24:24.402Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"120","1980-07-18T16:00:07.400Z",-12.51,166.42,33,5.2,"mb",NA,NA,NA,NA,"us","usp00018yt","2014-11-06T23:24:24.404Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"121","1980-07-21T10:38:49.200Z",-12.528,166.045,79,4.7,"mb",NA,NA,NA,NA,"us","usp000190d","2014-11-06T23:24:24.457Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"122","1980-07-21T15:28:48.000Z",-12.48,166.076,113,4.4,"mb",NA,NA,NA,NA,"us","usp000190k","2014-11-06T23:24:24.463Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"123","1980-07-21T16:34:25.600Z",-12.499,166.458,79,5.7,"mb",NA,NA,NA,NA,"us","usp000190p","2015-05-13T18:53:17.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"124","1980-07-29T03:11:56.300Z",-13.101,166.338,48,6.7,"ms",NA,NA,NA,NA,"us","usp000194t","2015-05-13T18:53:17.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"125","1980-07-29T16:04:26.100Z",-13.458,166.377,33,4.8,"mb",NA,NA,NA,NA,"us","usp000195a","2014-11-06T23:24:24.906Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"126","1980-08-31T14:12:40.100Z",-12.499,166.462,42,5.6,"mb",NA,NA,NA,NA,"us","usp00019ms","2015-02-11T17:14:51.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"127","1980-10-15T12:29:27.400Z",-12.866,166.558,39,5.3,"mb",NA,NA,NA,NA,"us","usp0001a94","2014-11-06T23:24:26.660Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"128","1980-10-20T19:42:37.300Z",-13.1,166.998,191,5.2,"mb",NA,NA,NA,NA,"us","usp0001abj","2015-02-11T17:14:51.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"129","1980-10-23T05:47:03.000Z",-12.589,166.366,33,5,"mb",NA,NA,NA,NA,"us","usp0001acv","2014-11-06T23:24:26.787Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"130","1980-10-27T13:04:54.900Z",-13.059,166.129,33,6.2,"ms",NA,NA,NA,NA,"us","usp0001ah8","2015-05-13T18:53:17.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"131","1980-11-15T03:08:48.400Z",-12.62,166.214,33,5.2,"mb",NA,NA,NA,NA,"us","usp0001atz","2014-11-06T23:24:27.248Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"132","1980-12-08T18:32:31.600Z",-12.554,166.428,55,5.1,"mb",NA,NA,NA,NA,"us","usp0001b70","2014-11-06T23:24:27.937Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"133","1981-01-31T12:14:58.700Z",-12.404,166.406,33,4.8,"mb",NA,NA,NA,NA,"us","usp0001bzj","2014-11-06T23:24:29.017Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","us"
"134","1981-02-26T17:42:54.710Z",-12.434,166.635,33,5.4,"mb",NA,NA,NA,1,"us","usp0001cec","2014-11-07T00:28:57.739Z","Santa Cruz Islands","earthquake",NA,NA,NA,5,"reviewed","us","us"
"135","1981-04-07T09:01:39.020Z",-13.428,166.382,64.8,4.8,"mb",NA,NA,NA,1,"us","usp0001d1q","2014-11-07T00:29:10.980Z","Vanuatu","earthquake",NA,7.3,NA,5,"reviewed","us","us"
"136","1981-04-24T21:50:06.090Z",-13.426,166.421,33,6.9,"ms",NA,NA,NA,1.3,"us","usp0001db4","2015-05-13T18:53:18.000Z","Vanuatu","earthquake",NA,NA,NA,22,"reviewed","us","us"
"137","1981-04-25T07:50:53.790Z",-13.401,166.253,33,4.7,"mb",NA,NA,NA,1.2,"us","usp0001dbh","2014-11-07T00:29:19.745Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"138","1981-04-25T10:36:01.660Z",-13.282,166.382,76.3,4.5,"mb",NA,NA,NA,0.7,"us","usp0001dbk","2014-11-07T00:29:19.808Z","Vanuatu","earthquake",NA,5.5,NA,3,"reviewed","us","us"
"139","1981-04-25T12:28:50.940Z",-13.395,166.629,33,5.2,"ms",NA,NA,NA,1.2,"us","usp0001dbq","2014-11-07T00:29:19.980Z","Vanuatu","earthquake",NA,NA,NA,7,"reviewed","us","us"
"140","1981-04-26T11:20:13.620Z",-13.439,166.586,33,4.6,"mb",NA,NA,NA,1.3,"us","usp0001dcj","2014-11-07T00:29:20.972Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"141","1981-04-26T13:24:13.300Z",-13.228,166.5,33,5.5,"ms",NA,NA,NA,1.1,"us","usp0001dcx","2014-11-07T00:29:21.004Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"142","1981-04-27T04:28:16.270Z",-12.475,166.312,49.2,5.3,"mb",NA,NA,NA,1.2,"us","usp0001ddh","2015-02-11T17:14:54.000Z","Santa Cruz Islands","earthquake",NA,5.8,NA,23,"reviewed","us","us"
"143","1981-04-27T09:42:08.640Z",-13.384,166.322,33,4.3,"mb",NA,NA,NA,1.5,"us","usp0001ddp","2014-11-07T00:29:21.130Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"144","1981-05-25T08:12:52.480Z",-13.285,166.474,33,4.4,"mb",NA,NA,NA,1.4,"us","usp0001dv2","2014-11-07T00:29:31.075Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"145","1981-05-26T09:17:14.790Z",-13.159,166.378,33,4.6,"mb",NA,NA,NA,1.3,"us","usp0001dvs","2014-11-07T00:29:31.209Z","Vanuatu","earthquake",NA,NA,NA,2,"reviewed","us","us"
"146","1981-06-13T13:10:45.250Z",-13.491,166.482,73.2,4.4,"mb",NA,NA,NA,1.1,"us","usp0001e4u","2014-11-07T00:29:37.563Z","Vanuatu","earthquake",NA,10.4,NA,4,"reviewed","us","us"
"147","1981-06-25T15:07:40.410Z",-13.048,166.968,198.6,4.1,"mb",NA,NA,NA,1.1,"us","usp0001ebe","2014-11-07T00:29:39.878Z","Vanuatu","earthquake",NA,12.9,NA,2,"reviewed","us","us"
"148","1981-07-24T09:59:37.770Z",-13.492,166.761,63.6,4.6,"mb",NA,NA,NA,1.2,"us","usp0001ewt","2014-11-07T00:29:49.086Z","Vanuatu","earthquake",NA,11.7,NA,4,"reviewed","us","us"
"149","1981-09-07T18:45:39.750Z",-12.586,166.947,235,5.1,"mb",NA,NA,NA,0.9,"us","usp0001fr0","2014-11-07T00:30:04.037Z","Santa Cruz Islands","earthquake",NA,NA,NA,14,"reviewed","us","us"
"150","1981-12-15T00:54:10.910Z",-13.004,166.552,33,4.2,"mb",NA,NA,NA,0.9,"us","usp0001he6","2014-11-07T00:30:31.760Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"151","1982-01-22T15:10:13.880Z",-12.739,166.569,131.8,4.6,"mb",NA,NA,NA,1,"us","usp0001j7b","2014-11-07T00:30:42.786Z","Santa Cruz Islands","earthquake",NA,7.7,NA,2,"reviewed","us","us"
"152","1982-05-13T21:26:07.690Z",-12.406,166.782,196,4.9,"mb",NA,NA,NA,0.9,"us","usp0001m9s","2014-11-07T00:31:18.097Z","Santa Cruz Islands","earthquake",NA,NA,NA,12,"reviewed","us","us"
"153","1982-08-02T20:52:20.840Z",-13.271,166.188,43.9,4.5,"mb",NA,NA,NA,1,"us","usp0001ntd","2014-11-07T00:31:41.326Z","Vanuatu","earthquake",NA,6.6,NA,2,"reviewed","us","us"
"154","1982-08-09T10:46:14.760Z",-12.715,166.161,33,5.6,"ms",NA,NA,NA,1.1,"us","usp0001nxj","2015-05-13T18:53:19.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,12,"reviewed","us","us"
"155","1983-04-12T22:42:02.370Z",-13.264,166.971,214.7,4.5,"mb",NA,NA,NA,1.3,"us","usp0001uda","2014-11-07T00:32:58.714Z","Vanuatu","earthquake",NA,7.8,NA,2,"reviewed","us","us"
"156","1983-07-05T02:58:00.870Z",-12.399,166.876,33,5,"mb",NA,NA,NA,0.9,"us","usp0001wk0","2014-11-07T00:33:25.825Z","Santa Cruz Islands","earthquake",NA,NA,NA,8,"reviewed","us","us"
"157","1983-11-06T03:58:05.780Z",-12.646,166.348,64,5.1,"mb",NA,NA,NA,0.9,"us","usp0001zke","2014-11-07T00:34:04.956Z","Santa Cruz Islands","earthquake",NA,5.7,NA,7,"reviewed","us","us"
"158","1983-12-28T06:24:41.080Z",-13.056,166.781,114.2,5.6,"mb",NA,NA,NA,0.8,"us","usp00020v9","2015-02-11T17:15:08.000Z","Vanuatu","earthquake",NA,3.4,NA,35,"reviewed","us","us"
"159","1984-02-18T03:28:51.600Z",-12.751,166.295,59.2,4.9,"mb",NA,NA,NA,1.2,"us","usp000222d","2014-11-07T00:34:31.016Z","Santa Cruz Islands","earthquake",NA,9,NA,6,"reviewed","us","us"
"160","1984-03-20T19:50:09.350Z",-13.324,167.003,222.9,4.8,"mb",NA,NA,NA,0.9,"us","usp00022tq","2014-11-07T00:34:38.823Z","Vanuatu","earthquake",NA,8.9,NA,6,"reviewed","us","us"
"161","1984-06-16T13:30:54.320Z",-13.145,166.857,123.3,4.7,"mb",NA,NA,NA,0.5,"us","usp0002529","2014-11-07T00:35:03.004Z","Vanuatu","earthquake",NA,5.6,NA,1,"reviewed","us","us"
"162","1984-06-27T17:31:42.440Z",-12.845,166.74,144.9,4.5,"mb",NA,NA,NA,1.2,"us","usp00025b9","2014-11-07T00:35:05.004Z","Santa Cruz Islands","earthquake",NA,12,NA,1,"reviewed","us","us"
"163","1984-07-04T13:53:12.000Z",-12.924,166.621,126.3,5.6,"mw",NA,NA,NA,1,"us","usp00025ga","2015-05-13T18:53:21.000Z","Santa Cruz Islands","earthquake",NA,4.8,NA,NA,"reviewed","us","hrv"
"164","1984-09-27T23:30:32.560Z",-13.453,166.536,33,5.1,"mb",NA,NA,NA,0.7,"us","usp00027rs","2014-11-07T00:35:29.074Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"165","1984-11-11T04:33:57.220Z",-12.692,166.745,111.4,5.7,"mw",NA,NA,NA,0.9,"us","usp00028z3","2015-05-13T18:53:22.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"166","1985-03-06T04:35:03.250Z",-12.486,166.522,82.2,5.7,"mw",NA,NA,NA,1,"us","usp0002cgz","2015-05-13T18:53:22.000Z","Santa Cruz Islands","earthquake",NA,8.4,NA,NA,"reviewed","us","hrv"
"167","1985-03-30T14:29:24.700Z",-13.066,166.354,84.1,5.2,"mb",NA,NA,NA,1.2,"us","usp0002dan","2014-11-07T00:36:21.005Z","Vanuatu","earthquake",NA,14.1,NA,5,"reviewed","us","us"
"168","1985-10-01T05:35:14.220Z",-13.377,166.228,54.6,5.3,"mb",NA,NA,NA,1.2,"us","usp0002kbb","2015-05-13T18:53:23.000Z","Vanuatu","earthquake",NA,8.5,NA,20,"reviewed","us","us"
"169","1985-12-09T12:50:13.810Z",-13.399,166.851,33,4.5,"mb",NA,NA,NA,1,"us","usp0002nqd","2014-11-07T00:37:36.940Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"170","1985-12-28T15:41:03.710Z",-13.192,166.507,36,6.3,"mw",NA,NA,NA,1.2,"us","usp0002phb","2015-05-13T18:53:23.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","nc"
"171","1985-12-28T18:50:22.040Z",-13.105,166.872,33,4.7,"mb",NA,NA,NA,1.6,"us","usp0002phf","2014-11-07T00:37:41.174Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"172","1985-12-29T07:54:30.370Z",-13.434,166.211,33,5.3,"mb",NA,NA,NA,1.1,"us","usp0002pj9","2014-11-07T00:37:41.292Z","Vanuatu","earthquake",NA,NA,NA,9,"reviewed","us","us"
"173","1986-01-30T22:14:40.070Z",-13.344,166.258,33,5.3,"mb",NA,NA,NA,1.5,"us","usp0002qka","2014-11-07T00:37:49.537Z","Vanuatu","earthquake",NA,NA,NA,11,"reviewed","us","us"
"174","1986-01-31T19:58:51.480Z",-12.841,166.452,33,5.6,"mb",NA,NA,NA,1.1,"us","usp0002qm2","2014-11-07T00:37:49.673Z","Santa Cruz Islands","earthquake",NA,NA,NA,3,"reviewed","us","us"
"175","1986-02-07T23:46:31.730Z",-13.322,166.234,33,5.6,"mw",NA,NA,NA,1.3,"us","usp0002qtu","2015-05-13T18:53:23.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"176","1986-02-13T00:24:45.100Z",-13.384,166.699,19,5.8,"mw",NA,NA,NA,1.3,"us","usp0002qyd","2015-05-13T18:53:23.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"177","1986-04-24T18:35:04.500Z",-12.546,166.907,33,5.1,"mb",NA,NA,NA,1,"us","usp0002t5n","2014-11-07T00:38:15.483Z","Santa Cruz Islands","earthquake",NA,NA,NA,6,"reviewed","us","us"
"178","1986-08-20T00:30:59.660Z",-13.374,166.918,195,4.8,"mb",NA,NA,NA,1.3,"us","usp0002xaw","2014-11-07T00:38:52.757Z","Vanuatu","earthquake",NA,24.3,NA,6,"reviewed","us","us"
"179","1986-08-27T21:08:34.040Z",-12.937,166.299,33,5.1,"mb",NA,NA,NA,0.8,"us","usp0002xks","2014-11-07T00:38:53.930Z","Santa Cruz Islands","earthquake",NA,NA,NA,6,"reviewed","us","us"
"180","1986-08-29T10:21:33.060Z",-12.506,166.659,108,4.9,"mb",NA,NA,NA,0.7,"us","usp0002xn5","2014-11-07T00:38:54.034Z","Santa Cruz Islands","earthquake",NA,7.1,NA,7,"reviewed","us","us"
"181","1986-11-12T02:20:35.530Z",-12.402,166.825,39.5,5.2,"mw",NA,NA,NA,1.2,"us","usp0002zx4","2015-02-11T17:15:26.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"182","1987-01-13T08:03:00.500Z",-13.463,166.477,52.9,5.5,"mw",NA,NA,NA,1.1,"us","usp00031mn","2015-02-11T17:15:27.000Z","Vanuatu","earthquake",NA,8.7,NA,NA,"reviewed","us","hrv"
"183","1987-04-26T06:21:26.670Z",-12.446,166.58,76.8,5,"mw",NA,NA,NA,0.9,"us","usp00034fy","2015-02-11T17:15:29.000Z","Santa Cruz Islands","earthquake",NA,11.8,NA,NA,"reviewed","us","hrv"
"184","1987-08-03T02:22:46.220Z",-12.528,166.837,115.7,5.1,"mb",NA,NA,NA,1,"us","usp000376k","2014-11-07T00:40:46.020Z","Santa Cruz Islands","earthquake",NA,NA,NA,17,"reviewed","us","us"
"185","1987-08-05T22:31:10.660Z",-12.553,166.999,352.6,3.8,"mb",NA,NA,NA,0.2,"us","usp000379f","2014-11-07T00:40:46.901Z","Santa Cruz Islands","earthquake",NA,42.4,NA,3,"reviewed","us","us"
"186","1987-08-14T05:59:04.230Z",-12.58,166.589,29.2,6,"mw",NA,NA,NA,1.2,"us","usp00037h2","2015-06-30T16:59:01.462Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","nc"
"187","1987-08-21T04:52:56.390Z",-13.332,166.687,33,5.1,"mb",NA,NA,NA,1.1,"us","usp00037p7","2014-11-07T00:40:49.308Z","Vanuatu","earthquake",NA,NA,NA,5,"reviewed","us","us"
"188","1987-09-02T22:50:02.540Z",-12.58,166.863,136,4.9,"mb",NA,NA,NA,0.9,"us","usp0003819","2014-11-07T00:40:53.332Z","Santa Cruz Islands","earthquake",NA,11.7,NA,9,"reviewed","us","us"
"189","1987-12-31T05:08:33.490Z",-13.371,166.238,33,4.5,"mb",NA,NA,NA,0.9,"us","usp0003bpe","2014-11-07T00:41:25.548Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"190","1988-04-01T03:19:40.330Z",-12.494,166.871,33,4.1,"mb",NA,NA,NA,1.1,"us","usp0003ehk","2014-11-07T00:41:52.979Z","Santa Cruz Islands","earthquake",NA,NA,NA,1,"reviewed","us","us"
"191","1988-04-06T08:20:10.500Z",-12.782,166.351,33,4.7,"mb",NA,NA,NA,1.2,"us","usp0003er1","2014-11-07T00:41:55.945Z","Santa Cruz Islands","earthquake",NA,NA,NA,2,"reviewed","us","us"
"192","1988-05-16T07:01:10.950Z",-12.548,166.477,59.5,5.1,"mw",NA,NA,NA,1,"us","usp0003g02","2015-02-11T17:15:36.000Z","Santa Cruz Islands","earthquake",NA,10.3,NA,NA,"reviewed","us","hrv"
"193","1988-06-10T03:10:22.190Z",-12.724,166.744,113.4,5.8,"mw",NA,NA,NA,1,"us","usp0003guy","2015-05-13T18:53:26.000Z","Santa Cruz Islands","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"194","1988-07-27T22:44:34.980Z",-13.15,166.967,176.8,6,"mw",NA,NA,NA,1,"us","usp0003ja8","2015-05-13T18:53:26.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"195","1988-09-08T06:25:59.800Z",-12.757,166.359,83,4.8,"mb",NA,NA,NA,1,"us","usp0003kst","2014-11-07T00:42:48.252Z","Santa Cruz Islands","earthquake",NA,8.2,NA,9,"reviewed","us","us"
"196","1988-09-16T20:33:53.470Z",-12.48,166.515,350,4.8,"mb",NA,NA,NA,1.1,"us","usp0003m17","2014-11-07T00:42:49.591Z","Santa Cruz Islands","earthquake",NA,15.2,NA,8,"reviewed","us","us"
"197","1988-10-11T09:43:20.070Z",-13.435,166.986,33,4.7,"mb",NA,NA,NA,1.5,"us","usp0003mqt","2014-11-07T00:42:57.606Z","Vanuatu","earthquake",NA,NA,NA,3,"reviewed","us","us"
"198","1988-11-22T11:00:05.800Z",-13.418,166.846,58.4,4.8,"mb",NA,NA,NA,1.2,"us","usp0003p33","2014-11-07T00:43:08.484Z","Vanuatu","earthquake",NA,15.5,NA,4,"reviewed","us","us"
"199","1988-11-24T09:18:52.860Z",-13.419,166.914,33,4.8,"mb",NA,NA,NA,1,"us","usp0003p4x","2014-11-07T00:43:08.709Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"200","1989-02-10T15:22:59.360Z",-13.161,166.896,191.7,4.7,"mb",NA,NA,NA,1.1,"us","usp0003rrf","2014-11-07T00:43:35.446Z","Vanuatu","earthquake",NA,36.3,NA,4,"reviewed","us","us"
"201","1989-07-02T05:28:29.280Z",-13.415,166.421,33,5.2,"ms",NA,NA,NA,1,"us","usp0003wvm","2014-11-07T00:44:28.788Z","Vanuatu","earthquake",NA,NA,NA,1,"reviewed","us","us"
"202","1989-09-09T17:47:07.880Z",-12.863,166.673,100,4.2,"mb",NA,NA,NA,1,"us","usp0003zcy","2014-11-07T00:44:51.041Z","Santa Cruz Islands","earthquake",NA,23.2,NA,2,"reviewed","us","us"
"203","1989-10-31T13:11:55.550Z",-12.458,166.826,290.5,4.6,"mb",NA,NA,NA,1,"us","usp00041hr","2014-11-07T00:45:06.173Z","Santa Cruz Islands","earthquake",NA,20.2,NA,12,"reviewed","us","us"
"204","1989-12-22T08:47:27.710Z",-12.43,166.551,33,5.1,"mb",NA,NA,NA,0.9,"us","usp00043es","2014-11-07T00:45:23.361Z","Santa Cruz Islands","earthquake",NA,NA,NA,6,"reviewed","us","us"
"205","1990-02-24T16:02:02.750Z",-12.469,166.862,294.5,4.7,"mb",NA,NA,NA,1.2,"us","usp00045ve","2014-11-07T00:45:47.686Z","Santa Cruz Islands","earthquake",NA,25.3,NA,9,"reviewed","us","us"
"206","1990-06-23T23:07:31.640Z",-13.384,166.281,79.3,4.9,"mb",NA,NA,NA,1.2,"us","usp0004axb","2014-11-07T00:46:33.560Z","Vanuatu","earthquake",NA,12.4,NA,7,"reviewed","us","us"
"207","1990-07-11T00:46:08.730Z",-12.67,166.894,96.5,5.5,"mb",NA,NA,NA,1.1,"us","usp0004bnk","2014-11-07T00:46:40.290Z","Santa Cruz Islands","earthquake",NA,15,NA,19,"reviewed","us","us"
"208","1990-10-21T18:02:01.510Z",-13.43,166.06,78.5,4.4,"mb",NA,NA,NA,0.8,"us","usp0004g0w","2014-11-07T00:47:17.816Z","Vanuatu","earthquake",NA,12.2,NA,1,"reviewed","us","us"
"209","1991-01-06T18:34:33.560Z",-13.328,166.421,146.1,4.8,"mb",NA,NA,NA,1.3,"us","usp0004kak","2014-11-07T00:47:47.250Z","Vanuatu","earthquake",NA,12.2,NA,8,"reviewed","us","us"
"210","1991-01-31T07:45:15.450Z",-13.169,166.777,113.1,4.8,"mb",NA,NA,NA,1,"us","usp0004mcv","2014-11-07T00:47:53.866Z","Vanuatu","earthquake",NA,49.8,NA,3,"reviewed","us","us"
"211","1991-09-17T11:07:25.300Z",-12.695,166.536,138.7,5,"mb",NA,NA,NA,1.3,"us","usp0004wqv","2014-11-07T00:49:15.567Z","Santa Cruz Islands","earthquake",NA,17.3,NA,22,"reviewed","us","us"
"212","1991-10-30T23:37:35.580Z",-13.365,166.802,33,4.9,"mb",NA,NA,NA,1.3,"us","usp0004yn0","2014-11-07T00:49:28.503Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"213","1991-11-28T19:16:51.900Z",-12.558,166.99,304,4.6,"mb",NA,NA,NA,1,"us","usp0004zt0","2014-11-07T00:49:37.643Z","Santa Cruz Islands","earthquake",NA,27.4,NA,8,"reviewed","us","us"
"214","1991-12-17T09:03:04.000Z",-12.515,166.979,286,4.3,"mb",NA,NA,NA,1.2,"us","usp00050ka","2014-11-07T00:49:45.132Z","Santa Cruz Islands","earthquake",NA,27.9,NA,4,"reviewed","us","us"
"215","1991-12-22T13:05:21.110Z",-12.913,166.428,33,4.6,"mb",NA,NA,NA,1.2,"us","usp00050tk","2014-11-07T00:49:46.564Z","Santa Cruz Islands","earthquake",NA,NA,NA,10,"reviewed","us","us"
"216","1992-01-27T06:18:52.960Z",-13.293,166.591,33,5.3,"mw",NA,NA,NA,1,"us","usp00052a7","2015-02-11T17:16:01.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"217","1992-02-20T07:58:17.970Z",-13.181,166.963,118.4,5.1,"mb",NA,NA,NA,1,"us","usp000539p","2014-11-07T00:50:07.142Z","Vanuatu","earthquake",NA,NA,NA,18,"reviewed","us","us"
"218","1992-03-15T21:15:01.260Z",-12.987,166.549,196.1,4.8,"mb",NA,NA,NA,1.2,"us","usp00054ag","2014-11-07T00:50:16.167Z","Santa Cruz Islands","earthquake",NA,51.4,NA,6,"reviewed","us","us"
"219","1992-03-28T00:25:40.050Z",-12.708,166.963,203.3,4.9,"mb",NA,NA,NA,1,"us","usp00054y5","2014-11-07T00:50:19.574Z","Santa Cruz Islands","earthquake",NA,NA,NA,38,"reviewed","us","us"
"220","1992-03-31T18:51:57.690Z",-12.905,166.255,54.2,4.5,"mb",NA,NA,NA,0.8,"us","usp000554s","2014-11-07T00:50:20.470Z","Santa Cruz Islands","earthquake",NA,15.7,NA,4,"reviewed","us","us"
"221","1992-04-07T16:55:45.230Z",-12.431,166.293,120.2,4.2,"mb",NA,NA,NA,0.9,"us","usp00055fq","2014-11-07T00:50:25.631Z","Santa Cruz Islands","earthquake",NA,15.7,NA,4,"reviewed","us","us"
"222","1992-08-26T16:56:42.890Z",-12.495,166.014,72.7,4.7,"mb",NA,NA,NA,1.1,"us","usp0005d3x","2014-11-07T00:51:19.167Z","Santa Cruz Islands","earthquake",NA,12.1,NA,5,"reviewed","us","us"
"223","1992-11-19T12:37:49.100Z",-13.408,166.723,23.7,5.4,"mw",NA,NA,NA,1,"us","usp0005h2d","2015-02-11T17:16:07.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"224","1992-11-21T23:27:00.900Z",-12.897,166.764,33,5,"mb",NA,NA,NA,1.2,"us","usp0005h5s","2014-11-07T00:51:53.717Z","Santa Cruz Islands","earthquake",NA,NA,NA,4,"reviewed","us","us"
"225","1992-11-25T17:47:59.420Z",-13.491,166.497,33,5.5,"mw",NA,NA,NA,1,"us","usp0005hcn","2015-02-11T17:16:07.000Z","Vanuatu","earthquake",NA,NA,NA,NA,"reviewed","us","hrv"
"226","1992-12-12T01:46:22.700Z",-13.29,166.927,33,4.6,"mb",NA,NA,NA,1.1,"us","usp0005j4z","2014-11-07T00:52:01.960Z","Vanuatu","earthquake",NA,NA,NA,4,"reviewed","us","us"
"227","1993-02-15T08:55:26.380Z",-12.505,166.387,128.8,5.9,"mw",NA,NA,NA,1.3,"us","usp0005n44","2015-05-13T18:53:32.000Z","Santa Cruz Islands","earthquake",NA,7,NA,NA,"reviewed","us","hrv"
"228","1993-04-01T17:19:35.410Z",-12.907,166.828,164.4,4.5,"mb",NA,NA,NA,1.1,"us","usp0005qgq","2014-11-07T00:52:43.572Z","Santa Cruz Islands","earthquake",NA,37.1,NA,6,"reviewed","us","us"
"229","1993-04-02T18:24:13.020Z",-13.277,166.656,33,4.8,"mb",NA,NA,NA,1,"us","usp0005qjc","2014-11-07T00:52:44.721Z","Vanuatu","earthquake",NA,NA,NA,11,"reviewed","us","us"
"230","1993-05-16T12:26:07.710Z",-13.067,166.799,153,5.2,"mb",NA,NA,NA,1.3,"us","usp0005swd","2014-11-07T00:53:00.984Z","Vanuatu","earthquake",NA,10.8,NA,34,"reviewed","us","us"
"231","1993-05-19T21:47:06.680Z",-12.522,166.941,156.4,4.8,"mb",NA,NA,NA,1.1,"us","usp0005t4e","2014-11-07T00:53:02.699Z","Santa Cruz Islands","earthquake",NA,NA,NA,10,"reviewed","us","us"
"232","1993-05-25T08:12:39.170Z",-12.416,166.908,255.1,4.5,"mb",NA,NA,NA,1.1,"us","usp0005tew","2014-11-07T00:53:04.195Z","Santa Cruz Islands","earthquake",NA,15.1,NA,17,"reviewed","us","us"
"233","1993-06-26T09:53:27.650Z",-12.932,166.172,33,4.6,"mb",NA,NA,NA,1.1,"us","usp0005v6y","2014-11-07T00:53:19.742Z","Santa Cruz Islands","earthquake",NA,NA,NA,5,"reviewed","us","us"
"234","1993-07-27T11:53:10.470Z",-12.577,166.495,43.6,5.2,"mb",NA,NA,NA,1,"us","usp0005xg3","2014-11-07T00:53:34.148Z","Santa Cruz Islands","earthquake",NA,NA,NA,27,"reviewed","us","us"
